time,open,high,low,close,volume
1483491600,1039.3,1050.0,1039.3,1045.3,1982.53662422
1483495200,1045.3,1047.5,1041.5,1044.0,657.9220301400002
1483498800,1044.0,1050.0,1044.0,1049.4,889.0084390599999
1483502400,1049.4,1053.8,1049.09999999,1053.5,806.9808576900001
1483506000,1053.5,1060.0,1053.4,1059.9,2170.08614729
1483509600,1059.9,1060.0,1055.0,1059.4,871.5690235900004
1483513200,1059.4,1065.0,1055.9,1057.2,1032.9568105100002
1483516800,1058.4,1062.5,1055.09999999,1055.8,562.79651461
1483520400,1055.5,1067.5,1051.7,1067.3,816.0758852200001
1483524000,1067.3,1079.7,1066.0,1079.4,1316.98581838
1483527600,1079.4,1085.5,1071.0,1083.09999999,2351.80687751
1483531200,1083.09999999,1095.0,1077.59999999,1093.3,1418.7414061800005
1483534800,1093.3,1095.0,1088.59999999,1095.0,1102.7073451
1483538400,1095.0,1097.0,1060.59999999,1085.59999999,4762.952390630001
1483542000,1085.59999999,1089.7,1081.2,1086.4,1215.8948549099996
1483545600,1086.4,1105.4,1085.59999999,1102.8,2245.9617918100002
1483549200,1102.8,1135.0,1099.9,1134.9,7380.715575270002
1483552800,1134.8,1140.0,1125.09999999,1135.3,3076.5073762000006
1483556400,1134.4,1138.0,1110.09999999,1124.9,4358.489871070002
1483560000,1125.7,1133.4,1090.59999999,1091.0,2912.2578795999993
1483563600,1090.9,1110.7,1090.0,1093.7,3343.8519679899982
1483567200,1095.0,1145.0,1094.8,1145.0,4029.58448463
1483570800,1145.0,1150.0,1121.8,1139.59999999,3070.12501533
1483574400,1138.3,1141.0,1091.0,1101.0,3517.2963298899995
1483578000,1102.0,1143.5,1102.0,1137.3,3475.3414592200006
1483581600,1138.0,1149.8,1121.9,1137.5,1717.1850179200005
1483585200,1137.5,1149.59999999,1126.4,1143.7,2135.2852989000007
1483588800,1145.0,1165.0,1138.0,1155.09999999,2315.0495224500005
1483592400,1155.2,1166.0,1149.3,1158.0,1098.31320043
1483596000,1158.0,1165.0,1143.0,1149.0,1167.5888550399998
1483599600,1149.0,1149.9,1140.0,1146.09999999,959.0426220699998
1483603200,1148.8,1149.59999999,1112.9,1133.0,1856.4924420900002
1483606800,1133.9,1139.5,902.88,1073.09999999,9529.026396880003
1483610400,1073.2,1108.0,1070.0,1085.0,3427.1299214299993
1483614000,1084.9,1104.8,1081.4,1088.7,885.4106783199995
1483617600,1088.59999999,1089.2,970.8,976.12,8693.44739992
1483621200,976.12,995.3,850.79,930.71,20746.63429222
1483624800,930.71,960.7,921.11,957.97,7155.473038540003
1483628400,957.01,992.23,942.0,991.4,4410.457591169999
1483632000,992.0,992.01,935.0,955.0,4159.212900310001
1483635600,954.01,969.0,920.0,960.4,3594.7824086700007
1483639200,959.49,983.09,959.49,981.8,1550.32756667
1483642800,982.0,984.0,940.0,956.1,2428.9032839600004
1483646400,956.02,973.99,945.6,964.99,1019.9230986700003
1483650000,964.7,967.0,953.1,966.99,568.5340305500001
1483653600,967.0,1011.0,966.99,1008.6,2862.870553070001
1483657200,1009.2,1019.0,985.23,1003.2,1931.0969571800003
1483660800,1003.8,1016.8,998.1,1016.2,1887.8766153500005
1483664400,1016.2,1025.0,1000.0,1011.4,2620.2007172599997
1483668000,1010.9,1016.4,940.0,945.1,2458.47942668
1483671600,947.55,984.0,945.0,983.94,1980.6521272899995
1483675200,983.78,983.78,966.32,968.7,787.6207322299999
1483678800,968.7,985.0,968.7,980.59,762.8026301099995
1483682400,979.29,983.0,970.3,977.59,527.3881430099999
1483686000,978.5,984.58,975.99,980.9,453.61277638000007
1483689600,980.9,980.9,947.2,956.1,2277.6099013099993
1483693200,956.0,961.59,915.0,935.1,4202.439457660001
1483696800,935.2,948.89,914.72,927.38,2155.992171759999
1483700400,925.35,928.0,871.0,889.89,10372.665391490003
1483704000,888.2,900.0,871.4,891.64,4158.904438719999
1483707600,891.64,907.6,883.3000000000002,901.01,2480.38799792
1483711200,901.11,904.9,880.5,901.89,4287.754298760002
1483714800,901.79,918.9,900.0,911.0,3695.71304836
1483718400,913.27,925.34,903.0,903.0,1917.2940423600005
1483722000,903.0,913.25,903.0,912.5,1066.4746950600004
1483725600,912.8,914.9,882.0,890.0,1944.8252880099992
1483729200,890.0,903.64,883.6700000000002,892.0,927.8625215299999
1483732800,892.01,894.98,875.0,885.59,1693.5683119999999
1483736400,885.58,907.63,883.9,896.14,2077.27269294
1483740000,896.13,896.4,884.1,889.84,1281.1659601700003
1483743600,889.84,898.5,881.1,898.5,1386.5816597499997
1483747200,898.2,901.38,885.1,890.9,554.5369774400001
1483750800,890.4,895.79,856.2,865.2,2389.4892894500003
1483754400,866.99,867.99,821.0,849.4,4573.29315233
1483758000,850.39,857.0,825.0,837.52,1840.8032007500003
1483761600,839.38,844.9,815.0,840.0,2403.7043116199993
1483765200,839.71,854.11,831.0,832.86,602.1324239099998
1483768800,833.85,844.29,829.0,832.77,790.6631438400002
1483772400,833.0,844.21,832.3000000000002,840.01,1176.8053643399999
1483776000,840.0,843.0,821.4,821.4,2170.92938354
1483779600,824.53,892.0,819.29,890.0,2470.01243209
1483783200,890.0,892.0,874.23,883.71,1461.4143200600004
1483786800,886.89,890.04,876.26,878.5,1390.4750568900004
1483790400,877.71,897.0,876.61,883.6,3474.3124425799997
1483794000,883.4,888.7,863.34,877.7,1973.4359957299991
1483797600,877.7,900.48,871.89,897.0,2590.5648179400005
1483801200,897.0,897.08,883.91,892.99,1580.3683334300001
1483804800,892.99,911.09,892.99,901.2,1513.17305285
1483808400,901.1,909.89,900.9,905.1,767.8936962900002
1483812000,905.1,908.94,861.0,893.0,2506.228766940001
1483815600,893.0,903.63,882.21,887.88,712.8784904999997
1483819200,888.13,895.0,885.0,892.0,1158.2915743799995
1483822800,892.0,893.5,883.01,890.98,852.4251103199998
1483826400,890.5500000000002,904.6,889.0,896.59,742.29928679
1483830000,896.9,909.2,896.1,908.0,906.8676322600002
1483833600,908.03,909.99,896.0,898.29,771.38627752
1483837200,897.57,905.0,896.02,903.14,391.42616867000015
1483840800,901.03,923.0,901.0,921.61,1285.22551373
1483844400,921.69,923.0,916.0,920.54,662.3606217500002
1483848000,921.4,940.0,919.9,939.8,1773.3491040200004
1483851600,939.8,943.6,922.9,935.4,1156.97143601
1483855200,934.19,939.5,926.35,935.52,678.5240823900002
1483858800,935.17,940.0,925.7,932.11,805.8458635300001
1483862400,932.48,935.0,926.03,930.91,531.9112147000001
1483866000,931.49,935.01,930.0,933.3,675.56259506
1483869600,933.4,935.03,930.05,933.89,786.5491592699998
1483873200,934.01,934.24,911.01,912.0,1533.0676351499992
1483876800,912.0,924.99,912.0,918.39,2095.20205724
1483880400,919.69,931.0,916.3,917.9,1552.0044089399998
1483884000,917.9,929.1,917.89,923.51,1821.7051212999997
1483887600,923.51,924.9,900.0,912.0,3201.3559333999997
1483891200,912.0,915.02,900.5,903.34,956.1771262499997
1483894800,903.33,919.8,890.0,915.5,1525.70051013
1483898400,915.5,918.6,909.3,909.5,599.7330787799999
1483902000,909.5,913.9,895.61,907.4,2206.3726305500004
1483905600,908.18,920.7,906.62,916.36,1415.5606651700004
1483909200,916.5,920.95,906.37,907.2,1252.3940630099996
1483912800,907.2,918.71,900.0,915.6,1705.276547939999
1483916400,915.6,917.6,905.67,915.9,1358.93361706
1483920000,915.9,916.7,885.3000000000002,894.41,1022.1045873300003
1483923600,894.41,894.9,875.0,883.59,1590.8493890699997
1483927200,883.63,897.27,877.0,894.0,2125.9301507499995
1483930800,893.99,894.4,886.8000000000002,889.3000000000002,445.0254304600001
1483934400,889.0,891.15,882.1,887.58,379.50351202
1483938000,888.1,900.6,888.1,894.8000000000002,867.6558400399997
1483941600,894.2,900.0,891.9,894.35,334.39632736999994
1483945200,894.35,898.0,886.0500000000002,887.6,297.63764558
1483948800,888.9,892.19,885.0,892.0,590.64178592
1483952400,890.61,891.98,880.51,885.0,811.1455788999999
1483956000,885.03,908.96,883.8000000000002,903.0,1183.4084260799996
1483959600,903.0,912.0,900.41,905.0,782.1848798499999
1483963200,905.63,911.99,905.63,907.25,566.97038625
1483966800,907.32,907.58,900.46,904.14,350.58480535999996
1483970400,904.51,906.94,901.65,904.69,135.33213782
1483974000,904.69,905.34,900.0,902.56,781.7027816200001
1483977600,901.79,902.82,892.1,893.0500000000002,1477.6145914100005
1483981200,893.0,899.0,892.41,895.77,669.2685595499998
1483984800,895.77,895.77,890.41,893.9,609.3763350400002
1483988400,892.9,897.0,891.01,896.85,384.32096642000005
1483992000,896.7,901.0,894.1,897.2,334.58967763
1483995600,897.2,901.93,896.82,901.56,192.55582383
1483999200,901.15,903.02,896.27,903.01,254.15303312000003
1484002800,903.02,908.76,901.52,903.0,400.39103674
1484006400,903.01,912.13,901.01,909.98,492.2435002300001
1484010000,909.72,918.0,909.13,911.51,1405.2955619899994
1484013600,911.51,913.37,910.01,911.84,246.74407265000002
1484017200,911.84,911.84,903.31,908.11,744.2081442500001
1484020800,907.73,908.82,903.01,903.72,445.6704763700001
1484024400,903.72,906.5,895.48,900.94,979.4892097700001
1484028000,900.73,906.0,900.46,904.0,394.29036901000006
1484031600,904.01,906.71,902.0,906.59,422.1871717
1484035200,906.26,910.7,906.25,907.48,400.52559398
1484038800,907.96,914.3,907.89,913.23,484.3840194600002
1484042400,913.49,917.83,912.55,915.96,595.2598379
1484046000,915.97,916.86,900.88,908.0,920.8505340999999
1484049600,908.0,910.98,901.01,909.62,602.1026388299999
1484053200,909.48,910.98,908.0,908.44,327.5118368899999
1484056800,908.44,910.0,901.49,901.97,459.9550434199999
1484060400,901.8,906.73,901.21,905.74,502.2324584300001
1484064000,905.78,907.0,903.41,906.51,423.75903425999985
1484067600,906.44,906.52,903.02,905.96,265.85725657
1484071200,905.89,907.01,903.68,907.0,199.74359295000002
1484074800,907.0,907.0,903.85,906.49,275.4500058399999
1484078400,906.08,911.0,904.1,911.0,288.73903174
1484082000,911.0,914.13,904.91,907.79,918.2993641500001
1484085600,907.75,911.6,907.75,908.83,168.30630569
1484089200,908.83,910.0,904.75,905.76,175.51699139999997
1484092800,905.76,909.21,905.75,907.69,209.81431056999998
1484096400,908.36,910.99,906.46,910.91,204.06732684999997
1484100000,911.0,914.09,910.86,911.31,211.74544871999998
1484103600,911.3,914.1,911.3,912.76,177.71087071999997
1484107200,912.76,913.49,910.0,913.23,191.62777401999995
1484110800,913.96,922.63,913.96,922.21,1034.4325290499996
1484114400,922.21,923.66,917.32,917.32,492.20191187999995
1484118000,917.01,919.38,912.91,916.99,206.08291266
1484121600,916.98,920.5,916.0,917.6,250.2811575999999
1484125200,917.1,917.1,831.0,867.14,10076.6836681
1484128800,868.49,875.0,857.9,871.9300000000002,3856.6215177700005
1484132400,871.9200000000002,874.0,830.0,842.44,6723.8987812099995
1484136000,842.45,844.7,802.0600000000002,810.0600000000002,7901.438039560002
1484139600,810.0600000000002,824.0,787.03,816.49,6945.265998290001
1484143200,816.34,816.34,790.0,807.9200000000002,3168.372165429999
1484146800,805.65,809.12,795.1,797.1,2182.2789816500003
1484150400,797.1,818.72,795.0,808.85,2965.890528500001
1484154000,808.85,808.98,760.0,774.0,7305.97582139
1484157600,772.44,780.0,770.02,779.54,2543.00618946
1484161200,778.1,808.5600000000002,775.0500000000002,792.7,2360.35272795
1484164800,792.7,802.63,776.21,780.29,1249.7843809400001
1484168400,781.61,790.35,775.03,786.27,1375.1400457300003
1484172000,784.11,794.37,784.11,786.4300000000002,545.08702452
1484175600,786.4300000000002,790.0,776.8000000000002,779.54,689.1792876100001
1484179200,779.54,779.5600000000002,735.0,767.35,4863.0515350900005
1484182800,766.03,781.4,755.0,769.74,1795.797315850001
1484186400,768.53,783.9,765.0600000000002,768.26,1234.22372453
1484190000,768.16,788.3000000000002,765.2,779.47,880.8360398400002
1484193600,779.1700000000002,779.22,771.5,771.87,762.5717787499999
1484197200,771.83,775.5,769.07,770.66,526.98231676
1484200800,770.66,773.53,767.5500000000002,770.0,995.8734115699998
1484204400,770.0,770.1,751.35,758.99,1389.8514384000002
1484208000,758.99,771.53,758.97,766.63,763.4417288299998
1484211600,766.24,768.37,755.1,763.99,1532.68324931
1484215200,763.9300000000002,782.99,762.1,778.0,1246.3266980800004
1484218800,779.99,782.69,762.14,768.97,1565.00943074
1484222400,768.6700000000002,775.1800000000002,768.01,774.38,915.4716078399998
1484226000,774.19,780.0,772.58,778.99,912.30776196
1484229600,778.0,783.0,777.01,781.9,942.4157948299999
1484233200,782.0,801.2,781.8100000000002,794.09,1637.29856658
1484236800,794.87,811.0,794.5500000000002,806.1700000000002,2686.3201704800003
1484240400,806.1700000000002,810.0,800.5,807.5,1237.10357902
1484244000,807.5,811.0,803.27,806.21,1523.0463899800002
1484247600,806.2,818.8000000000002,806.2,818.79,959.6022509000004
1484251200,818.79,824.95,813.35,818.02,1705.45047761
1484254800,818.02,829.8000000000002,818.02,826.0,1268.18937388
1484258400,826.0,831.1800000000002,802.7,814.1,1959.84849351
1484262000,814.09,818.83,796.0,804.58,2608.8300696799997
1484265600,804.58,808.87,803.2,808.87,466.2526363399998
1484269200,808.88,813.0500000000002,806.76,810.0500000000002,430.0857146199999
1484272800,809.91,812.0,808.21,810.0,250.31555855000002
1484276400,809.34,810.0,786.0,788.74,1702.1654652499994
1484280000,787.85,788.84,775.7,784.9,1379.55078095
1484283600,784.97,784.97,781.23,783.78,728.3149340500001
1484287200,783.78,793.7,782.22,789.61,610.0466547000001
1484290800,789.66,791.1,775.61,781.19,816.0266880099998
1484294400,779.83,793.0,778.1800000000002,788.24,1320.77344543
1484298000,788.26,807.2,787.6,800.44,1202.13744989
1484301600,800.99,806.8000000000002,792.0,795.99,1579.16717846
1484305200,796.0,804.5,795.99,801.59,515.1453562799999
1484308800,801.59,801.89,793.5,798.36,762.62465786
1484312400,796.83,808.3000000000002,796.04,808.3000000000002,1029.2990043
1484316000,808.0500000000002,812.0,802.15,809.97,1026.2707191999998
1484319600,809.97,823.3000000000002,809.97,816.38,2146.2349811000004
1484323200,816.58,832.39,816.35,827.27,2978.92699757
1484326800,827.0500000000002,827.9,815.36,822.99,2037.16243367
1484330400,823.0,824.85,818.3000000000002,823.51,974.8816905
1484334000,823.52,828.0,818.34,820.2,789.24244642
1484337600,820.1800000000002,827.7,815.0,820.5500000000002,546.08247365
1484341200,820.5500000000002,831.59,820.5500000000002,829.5500000000002,1098.95108979
1484344800,829.57,832.0,821.0,822.77,1027.7570698900004
1484348400,822.85,828.52,822.04,828.12,455.54519867999977
1484352000,827.22,838.0,826.47,831.94,994.9422698399999
1484355600,831.38,838.54,827.47,837.97,503.83336362
1484359200,837.97,837.98,824.32,824.36,624.0691239699999
1484362800,824.36,826.6,812.0,818.8000000000002,871.0018158300002
1484366400,818.58,824.15,815.8100000000002,823.9,356.56353946999997
1484370000,823.91,825.38,814.98,820.8000000000002,500.89530311
1484373600,822.58,823.96,818.35,823.62,324.71178289999995
1484377200,823.91,824.97,819.99,823.0,745.8880785900001
1484380800,822.99,829.16,821.5,829.15,573.0412627400002
1484384400,829.16,830.85,822.99,828.32,595.3375089600002
1484388000,828.32,829.2,824.22,828.9,175.77652465
1484391600,828.9,833.0,826.52,831.94,213.54787452000005
1484395200,831.9200000000002,836.45,830.21,835.0,271.47180417000004
1484398800,835.1,835.3000000000002,818.6,823.0500000000002,821.8962256900002
1484402400,822.74,827.39,820.15,822.03,314.01161070999996
1484406000,821.21,832.49,821.21,829.0500000000002,237.75876471999996
1484409600,829.36,831.6,826.1,827.74,214.77647403999998
1484413200,828.5,828.5,821.5500000000002,827.09,224.19166839
1484416800,827.11,828.77,827.11,828.76,39.08075645
1484420400,828.39,828.5500000000002,823.1,823.98,319.55457504000003
1484424000,824.0,827.82,818.0,825.26,719.19939494
1484427600,825.26,828.0,807.77,814.76,929.98615476
1484431200,813.35,821.0,800.03,813.5,1633.8763685699994
1484434800,814.16,817.84,813.65,815.3000000000002,327.5057693699999
1484438400,816.7,822.0,815.85,819.99,340.3727605100001
1484442000,819.99,822.0,816.73,818.49,363.3639647
1484445600,818.49,818.5,812.03,815.74,340.12627741999995
1484449200,815.99,819.0,812.0,817.9,272.89219843999996
1484452800,817.21,819.0,815.0,815.0,132.64344948000002
1484456400,815.0,816.63,810.2,810.51,192.63197470999998
1484460000,810.74,813.47,806.1800000000002,811.7,235.64596622
1484463600,811.5,811.5,805.03,809.02,178.25590034
1484467200,809.94,812.8000000000002,808.0500000000002,811.73,87.62759368999998
1484470800,811.73,818.38,811.0,817.51,95.71116530000002
1484474400,817.96,820.9,815.8100000000002,818.0,220.69168242
1484478000,818.0,818.19,816.0600000000002,816.47,87.95723181
1484481600,816.62,821.2,816.6,821.2,196.19741933999998
1484485200,821.2,821.2,818.27,819.0500000000002,66.82601251999999
1484488800,819.0,819.0,811.21,813.0,237.58435192000002
1484492400,813.0,814.9,811.2,813.9,240.04703828
1484496000,813.9,815.49,813.6,814.71,112.19552018
1484499600,814.66,814.66,807.23,810.87,514.2363563200001
1484503200,810.9,813.29,808.01,812.6700000000002,203.13312511999996
1484506800,812.6700000000002,813.29,808.0,811.52,71.62705054
1484510400,811.54,813.99,808.1,813.01,157.29674137000006
1484514000,813.3000000000002,816.64,812.65,814.16,248.64401670999993
1484517600,814.1800000000002,817.1,812.0500000000002,817.1,163.06690110999998
1484521200,815.51,823.0,815.51,820.74,633.6235367600001
1484524800,820.74,821.16,818.11,818.8100000000002,99.85277736999998
1484528400,818.89,831.12,817.3000000000002,831.12,850.9724856500001
1484532000,831.12,837.97,827.77,829.66,973.3212374499999
1484535600,829.65,830.3000000000002,827.3000000000002,828.03,180.97058673
1484539200,828.03,828.97,825.16,827.01,193.24804526000003
1484542800,827.01,828.3000000000002,825.9,827.89,152.92517400000003
1484546400,827.89,831.1,827.86,829.73,111.68870362000001
1484550000,831.08,831.08,828.01,830.16,140.83665461999996
1484553600,830.16,830.16,825.0,828.29,183.15488622000007
1484557200,828.29,832.73,828.29,831.7,352.00635198
1484560800,831.7,831.7,824.9,826.94,187.22080990000003
1484564400,826.94,826.95,813.94,819.09,1218.2882068099998
1484568000,819.1,824.63,819.1,824.63,297.77340943999997
1484571600,824.53,827.87,824.52,827.02,222.59301165999995
1484575200,827.0,827.0,822.35,825.0,192.13840405
1484578800,825.0,828.88,824.65,828.88,187.48430374000006
1484582400,828.88,829.04,825.62,829.0,216.71984095000002
1484586000,829.03,829.3000000000002,824.51,826.69,179.45482874
1484589600,826.69,827.09,824.75,824.99,97.44238320999999
1484593200,824.99,830.01,824.99,829.96,148.14054542999997
1484596800,829.95,829.99,826.0,827.0,180.52099074000003
1484600400,827.03,828.99,825.5,828.6,245.45746079
1484604000,828.84,829.87,826.7,829.0,131.10219542000002
1484607600,829.01,835.0,825.0500000000002,830.1,909.1031762399998
1484611200,830.1,832.0,828.1800000000002,830.5,110.85571663999997
1484614800,830.5,833.0,828.0,830.69,257.22810513
1484618400,830.69,832.61,828.91,832.3100000000002,70.16705179
1484622000,832.3100000000002,849.0,832.21,848.5,2014.3727793899998
1484625600,848.51,858.3000000000002,848.5,856.39,1642.0593345700004
1484629200,856.38,860.83,853.5,860.83,707.5894968899999
1484632800,860.84,863.5,853.2,862.1700000000002,1011.58545525
1484636400,862.0600000000002,886.9,860.51,880.57,3529.6331840400003
1484640000,880.5600000000002,896.0,876.8100000000002,877.46,3165.37983462
1484643600,878.71,885.4,876.38,879.01,926.6332646700001
1484647200,879.0,888.0,879.0,884.14,901.4592750200001
1484650800,884.14,885.63,870.5,872.11,694.92250152
1484654400,874.49,883.6,874.01,883.6,740.46400766
1484658000,883.6,886.1,879.41,880.1,627.3596682399999
1484661600,879.87,883.99,879.87,883.16,488.3737562700001
1484665200,882.37,882.37,875.0,879.86,631.0904433199998
1484668800,878.49,884.45,877.38,883.95,514.36724654
1484672400,883.95,899.0,883.08,899.0,1761.1160774900002
1484676000,899.0,906.0,885.0,903.08,1903.9444508699999
1484679600,903.08,907.97,894.0,907.97,1232.0112980299996
1484683200,907.97,909.0,891.0,897.76,1272.4205854499999
1484686800,897.34,904.0,891.0,897.0,1003.64382281
1484690400,897.01,910.77,897.0,906.19,1168.2261119600003
1484694000,905.81,910.8,900.0,903.99,970.32309501
1484697600,903.99,913.85,903.99,910.43,921.20257049
1484701200,910.75,913.0,876.46,884.9300000000002,2778.4513426800004
1484704800,884.63,889.99,876.1,886.8000000000002,1149.1567780699997
1484708400,886.66,892.08,886.66,889.09,468.2585102399999
1484712000,888.84,902.25,888.19,901.37,426.72869141999996
1484715600,901.37,901.37,896.51,896.95,272.18735346
1484719200,898.0600000000002,898.16,889.48,893.47,439.47361424999997
1484722800,893.47,898.7,887.76,891.95,324.74962546000006
1484726400,891.9,892.51,885.1,886.4300000000002,430.7722766099999
1484730000,887.1700000000002,891.14,877.5,891.13,740.7335184299995
1484733600,891.13,898.03,890.4200000000002,896.01,537.06310565
1484737200,896.01,902.35,894.26,897.36,492.68466987999994
1484740800,898.0,898.0,890.79,896.0600000000002,540.9724326200001
1484744400,896.5,897.0,858.4300000000002,864.59,4518.80858545
1484748000,864.64,864.97,847.23,864.01,2283.7705878400006
1484751600,864.01,878.32,863.14,871.2,933.01253869
1484755200,871.25,878.99,871.2,871.59,779.1265888300001
1484758800,871.59,877.0600000000002,860.0,873.44,984.2378770600001
1484762400,873.45,876.44,867.0,871.08,403.70995338999995
1484766000,871.16,872.12,867.0,867.23,424.62265775
1484769600,867.23,874.79,865.62,873.11,394.86828749
1484773200,872.82,874.61,872.5,874.4,212.43263745000004
1484776800,874.0,877.14,873.95,875.87,213.5263669699999
1484780400,876.9300000000002,890.0,875.13,887.46,633.5568285300001
1484784000,887.49,910.03,887.49,895.5500000000002,2295.0565021099997
1484787600,895.53,896.9,890.01,890.01,570.6762855399999
1484791200,890.08,893.2,885.01,887.69,661.98566659
1484794800,887.69,894.99,887.6800000000002,891.07,265.3147003899999
1484798400,891.07,893.62,888.8000000000002,889.5,183.30709730000007
1484802000,889.87,892.65,888.89,889.24,197.87748457000004
1484805600,889.29,891.8100000000002,884.51,887.01,451.73936387
1484809200,887.0,893.0,886.19,888.14,378.75700730000005
1484812800,888.14,899.88,887.58,895.1700000000002,771.3161800700001
1484816400,895.1,897.71,892.3000000000002,892.3000000000002,175.00641796
1484820000,892.0,893.53,883.49,886.95,897.0896054599998
1484823600,887.37,892.2,884.2,889.01,286.56443847
1484827200,889.01,894.39,888.69,891.1700000000002,294.1066878
1484830800,890.22,893.22,888.86,890.5,253.2338345
1484834400,890.5,895.0,890.2,894.89,383.64258011000004
1484838000,894.89,895.21,892.22,893.47,251.75079322000002
1484841600,893.48,897.96,893.48,895.4,633.3167542500001
1484845200,895.4,905.0,895.01,903.52,1923.6084675799998
1484848800,904.0,905.0,898.57,903.76,471.9083410300001
1484852400,903.76,903.88,900.0,901.5,178.52498547
1484856000,901.95,908.2,900.88,903.61,930.0973478600001
1484859600,903.6,908.16,903.5,907.03,371.58349963
1484863200,907.02,907.18,889.03,896.21,1511.3517028699991
1484866800,895.74,904.69,895.74,900.29,744.2815446799999
