,FC,LSTM,LSTM-attention,Self-attention
0,0.7468309859154929,0.7830985915492957,0.8859154929577465,0.8627640845070422
1,0.7790492957746479,0.8650528169014085,0.9403169014084507,0.889524647887324
2,0.7848591549295775,0.890580985915493,0.9581866197183099,0.8985915492957747
3,0.7857394366197183,0.903169014084507,0.9723591549295775,0.9017605633802817
4,0.7900528169014085,0.9162852112676056,0.9794014084507042,0.907394366197183
5,0.7919014084507042,0.9168133802816901,0.9837147887323944,0.9113556338028169
6,0.7913732394366197,0.9244718309859155,0.9866197183098592,0.9102112676056338
7,0.7954225352112676,0.9272007042253522,0.9887323943661972,0.9115316901408451
8,0.8015845070422535,0.9294014084507042,0.9903169014084507,0.9164612676056338
9,0.8043133802816902,0.9319542253521127,0.9904929577464788,0.9183978873239437
10,0.8004401408450704,0.9339788732394366,0.9909330985915493,0.9198943661971831
11,0.8065140845070422,0.9303697183098592,0.9932218309859155,0.9197183098591549
12,0.8081866197183099,0.9382042253521127,0.992781690140845,0.920862676056338
13,0.8033450704225352,0.9404049295774648,0.9922535211267606,0.924911971830986
14,0.8100352112676056,0.9394366197183098,0.992781690140845,0.9237676056338028
15,0.8095950704225352,0.934419014084507,0.9926056338028169,0.9237676056338028
16,0.8070422535211268,0.9345070422535211,0.9914612676056338,0.9284330985915493
17,0.81875,0.9400528169014084,0.992693661971831,0.929137323943662
18,0.817693661971831,0.9390845070422535,0.99375,0.9315140845070422
19,0.8132922535211268,0.9394366197183098,0.992781690140845,0.9300176056338029
20,0.8097711267605634,0.9389084507042254,0.9940140845070422,0.9320422535211268
21,0.8220070422535212,0.9400528169014084,0.9936619718309859,0.9356514084507043
22,0.816637323943662,0.9389084507042254,0.9924295774647888,0.9310739436619718
23,0.8105633802816902,0.9397887323943662,0.9890845070422535,0.936531690140845
24,0.8188380281690141,0.9382922535211268,0.9919014084507042,0.9352992957746479
25,0.8216549295774648,0.9362676056338028,0.9934859154929577,0.9334507042253521
