,FC,LSTM,LSTM-attention,Self-attention
0,0.8275,0.8535714285714285,0.8923214285714286,0.8358928571428571
1,0.8332142857142857,0.9046428571428572,0.9432142857142857,0.8533928571428572
2,0.835,0.9135714285714286,0.9575,0.85625
3,0.8357142857142857,0.9469642857142857,0.9633928571428572,0.8660714285714286
4,0.8367857142857142,0.9553571428571429,0.9658928571428571,0.8689285714285714
5,0.8341071428571428,0.9508928571428571,0.9717857142857143,0.8666071428571429
6,0.8375,0.9675,0.9676785714285714,0.8707142857142857
7,0.8376785714285714,0.9689285714285715,0.9708928571428571,0.87375
8,0.8341071428571428,0.9694642857142857,0.9719642857142857,0.8805357142857143
9,0.8421428571428572,0.9707142857142858,0.9721428571428572,0.8796428571428572
10,0.8330357142857143,0.9725,0.9725,0.8819642857142858
11,0.8367857142857142,0.9721428571428572,0.9714285714285714,0.8789285714285714
12,0.8380357142857143,0.9732142857142857,0.97625,0.8867857142857143
13,0.8355357142857143,0.9735714285714285,0.9741071428571428,0.8819642857142858
14,0.8394642857142857,0.9701785714285714,0.9741071428571428,0.89
15,0.8314285714285714,0.9723214285714286,0.9769642857142857,0.8869642857142858
16,0.8408928571428571,0.9758928571428571,0.975,0.8914285714285715
17,0.8391071428571428,0.9741071428571428,0.9732142857142857,0.8855357142857143
18,0.8441071428571428,0.9760714285714286,0.9626785714285714,0.8921428571428571
19,0.8423214285714286,0.96375,0.9671428571428572,0.8903571428571428
20,0.8382142857142857,0.9723214285714286,0.9742857142857143,0.8941071428571429
21,0.8408928571428571,0.9741071428571428,0.97625,0.895
22,0.8421428571428572,0.9725,0.975,0.8948214285714285
23,0.8401785714285714,0.9719642857142857,0.9748214285714286,0.8976785714285714
24,0.8335714285714285,0.9778571428571429,0.9753571428571428,0.8917857142857143
25,0.8435714285714285,0.9755357142857143,0.9725,0.8957142857142857
26,0.8239285714285715,0.9783928571428572,0.9751785714285715,0.8941071428571429
27,0.8353571428571429,0.9696428571428571,0.9717857142857143,0.8941071428571429
28,0.8407142857142857,0.9758928571428571,0.9732142857142857,0.8978571428571429
29,0.8457142857142858,0.9771428571428571,0.9775,0.895
30,0.8455357142857143,0.9783928571428572,0.9771428571428571,0.9010714285714285
31,0.8410714285714286,0.9767857142857143,0.9783928571428572,0.8975
32,0.8328571428571429,0.9782142857142857,0.9780357142857142,0.9001785714285714
33,0.8430357142857143,0.9776785714285714,0.9780357142857142,0.9041071428571429
34,0.8376785714285714,0.97625,0.9775,0.9028571428571428
35,0.8403571428571428,0.9776785714285714,0.9780357142857142,0.8998214285714285
36,0.8364285714285714,0.9703571428571428,0.9769642857142857,0.9035714285714286
37,0.8489285714285715,0.9767857142857143,0.9723214285714286,0.89875
38,0.8169642857142857,0.9778571428571429,0.9732142857142857,0.90375
39,0.8426785714285714,0.9767857142857143,0.975,0.9071428571428571
40,0.8358928571428571,0.9783928571428572,0.97625,0.9039285714285714
41,0.8469642857142857,0.9796428571428571,0.9764285714285714,0.9055357142857143
42,0.8433928571428572,0.9778571428571429,0.9778571428571429,0.8996428571428572
43,0.8398214285714286,0.9801785714285715,0.9771428571428571,0.9064285714285715
44,0.84,0.9714285714285714,0.9775,0.9044642857142857
45,0.8323214285714285,0.9764285714285714,0.9701785714285714,0.9066071428571428
46,0.8426785714285714,0.9792857142857143,0.9730357142857143,0.905
47,0.8307142857142857,0.9758928571428571,0.9708928571428571,0.90625
48,0.8426785714285714,0.9782142857142857,0.9755357142857143,0.9080357142857143
49,0.8408928571428571,0.9780357142857142,0.9767857142857143,0.9055357142857143
50,0.8410714285714286,0.9782142857142857,0.9766071428571429,0.9008928571428572
51,0.84125,0.9783928571428572,0.9776785714285714,0.9080357142857143
52,0.8366071428571429,0.9766071428571429,0.9778571428571429,0.90875
53,0.8442857142857143,0.9775,0.9769642857142857,0.9051785714285714
54,0.8394642857142857,0.9778571428571429,0.9769642857142857,0.90125
55,0.8442857142857143,0.9783928571428572,0.9775,0.9032142857142857
56,0.84125,0.9783928571428572,0.9766071428571429,0.9071428571428571
57,0.8473214285714286,0.9676785714285714,0.9776785714285714,0.90625
58,0.84375,0.9757142857142858,0.9775,0.9114285714285715
59,0.8371428571428572,0.9769642857142857,0.9585714285714285,0.9064285714285715
60,0.8394642857142857,0.9776785714285714,0.9744642857142857,0.9057142857142857
61,0.8398214285714286,0.9785714285714285,0.975,0.9041071428571429
62,0.8439285714285715,0.9789285714285715,0.9767857142857143,0.9058928571428572
63,0.8473214285714286,0.9789285714285715,0.9769642857142857,0.9067857142857143
64,0.8441071428571428,0.9789285714285715,0.9776785714285714,0.9073214285714286
65,0.8257142857142857,0.9794642857142857,0.9769642857142857,0.9098214285714286
66,0.8478571428571429,0.9785714285714285,0.9775,0.9076785714285714
67,0.8457142857142858,0.9794642857142857,0.9766071428571429,0.9103571428571429
68,0.8457142857142858,0.9673214285714286,0.9764285714285714,0.9069642857142857
69,0.8394642857142857,0.9725,0.9783928571428572,0.9107142857142857
70,0.8466071428571429,0.9773214285714286,0.9766071428571429,0.9035714285714286
71,0.84625,0.9767857142857143,0.9773214285714286,0.91
72,0.8439285714285715,0.9782142857142857,0.9708928571428571,0.9076785714285714
73,0.8396428571428571,0.9780357142857142,0.9751785714285715,0.9042857142857142
74,0.8457142857142858,0.9778571428571429,0.9732142857142857,0.9076785714285714
75,0.8460714285714286,0.9776785714285714,0.97625,0.9119642857142857
76,0.84375,0.9778571428571429,0.9769642857142857,0.9103571428571429
77,0.8455357142857143,0.9794642857142857,0.9773214285714286,0.9126785714285715
78,0.8333928571428572,0.9792857142857143,0.9769642857142857,0.91
79,0.8385714285714285,0.9785714285714285,0.9771428571428571,0.9069642857142857
