,FC,LSTM,LSTM-attention,Self-attention
0,0.9026580459770115,0.8843390804597702,0.9145114942528736,0.8730244252873564
1,0.9145114942528736,0.9132543103448276,0.9498922413793104,0.8816451149425287
2,0.9204382183908046,0.9317528735632183,0.9597701149425287,0.8802083333333334
3,0.9198994252873564,0.9419899425287356,0.9698275862068966,0.882183908045977
4,0.9143318965517241,0.9488146551724138,0.9735991379310345,0.8861350574712644
5,0.9173850574712644,0.9646192528735632,0.9725215517241379,0.8857758620689655
6,0.9132543103448276,0.9671336206896551,0.9721623563218391,0.8850574712643678
7,0.9270833333333334,0.9673132183908046,0.9825790229885057,0.8902658045977011
8,0.9197198275862069,0.9723419540229885,0.9795258620689655,0.891882183908046
9,0.9238505747126436,0.96875,0.9825790229885057,0.8952945402298851
10,0.9295977011494253,0.9709051724137931,0.9829382183908046,0.890625
11,0.9254669540229885,0.9753951149425287,0.9806034482758621,0.9026580459770115
12,0.9225933908045977,0.9678520114942529,0.9809626436781609,0.8996048850574713
13,0.9272629310344828,0.9779094827586207,0.9802442528735632,0.8992456896551724
14,0.9238505747126436,0.9721623563218391,0.9816810344827587,0.8997844827586207
15,0.930316091954023,0.9728807471264368,0.9820402298850575,0.9035560344827587
16,0.9312140804597702,0.975933908045977,0.9813218390804598,0.8979885057471264
17,0.923132183908046,0.9761135057471264,0.9816810344827587,0.8951149425287356
18,0.9335488505747126,0.974676724137931,0.9827586206896551,0.900323275862069
19,0.9348060344827587,0.9753951149425287,0.9822198275862069,0.907507183908046
20,0.9349856321839081,0.9732399425287356,0.9820402298850575,0.9053520114942529
21,0.9351652298850575,0.9762931034482759,0.977191091954023,0.9082255747126436
22,0.9252873563218391,0.9739583333333334,0.9692887931034483,0.9102011494252874
23,0.9360632183908046,0.9732399425287356,0.9820402298850575,0.9116379310344828
24,0.9328304597701149,0.9748563218390804,0.9841954022988506,0.9058908045977011
25,0.9330100574712644,0.9752155172413793,0.983117816091954,0.9112787356321839
26,0.9324712643678161,0.9755747126436781,0.984375,0.9078663793103449
27,0.9342672413793104,0.9698275862068966,0.9861709770114943,0.9110991379310345
28,0.9366020114942529,0.9752155172413793,0.9847341954022989,0.9130747126436781
29,0.9407327586206896,0.9750359195402298,0.985632183908046,0.9148706896551724
30,0.923132183908046,0.9762931034482759,0.9841954022988506,0.9141522988505747
31,0.9410919540229885,0.9768318965517241,0.9743175287356322,0.913433908045977
32,0.9376795977011494,0.9791666666666666,0.9841954022988506,0.915948275862069
33,0.9353448275862069,0.9800646551724138,0.9816810344827587,0.9102011494252874
34,0.9364224137931034,0.9766522988505747,0.9820402298850575,0.9109195402298851
35,0.9364224137931034,0.9710847701149425,0.9818606321839081,0.9125359195402298
36,0.9410919540229885,0.9727011494252874,0.9827586206896551,0.9132543103448276
37,0.9378591954022989,0.9770114942528736,0.9832974137931034,0.9087643678160919
38,0.9319324712643678,0.9786278735632183,0.9829382183908046,0.9109195402298851
39,0.9353448275862069,0.9795258620689655,0.9838362068965517,0.912176724137931
40,0.9371408045977011,0.9807830459770115,0.984375,0.9150502873563219
41,0.9405531609195402,0.9807830459770115,0.9836566091954023,0.9100215517241379
42,0.9376795977011494,0.9813218390804598,0.9840158045977011,0.9182830459770115
43,0.9394755747126436,0.9793462643678161,0.9770114942528736,0.9123563218390804
44,0.9428879310344828,0.9806034482758621,0.9802442528735632,0.9191810344827587
45,0.9369612068965517,0.9716235632183908,0.9806034482758621,0.9100215517241379
46,0.9423491379310345,0.9775502873563219,0.9816810344827587,0.9093031609195402
47,0.9430675287356322,0.9786278735632183,0.9820402298850575,0.9137931034482759
48,0.9400143678160919,0.9789870689655172,0.9823994252873564,0.9166666666666666
49,0.931573275862069,0.9773706896551724,0.9847341954022989,0.9157686781609196
50,0.9461206896551724,0.9791666666666666,0.9840158045977011,0.9207974137931034
51,0.9351652298850575,0.9807830459770115,0.9834770114942529,0.9152298850574713
52,0.9245689655172413,0.9795258620689655,0.9838362068965517,0.9186422413793104
53,0.9423491379310345,0.9795258620689655,0.9845545977011494,0.9172054597701149
54,0.9383979885057471,0.9804238505747126,0.9845545977011494,0.914691091954023
55,0.9349856321839081,0.9750359195402298,0.9646192528735632,0.9190014367816092
56,0.9414511494252874,0.9658764367816092,0.9802442528735632,0.920617816091954
57,0.9252873563218391,0.9761135057471264,0.983117816091954,0.9139727011494253
58,0.9330100574712644,0.978448275862069,0.983117816091954,0.9143318965517241
59,0.9405531609195402,0.9795258620689655,0.9834770114942529,0.9155890804597702
60,0.9412715517241379,0.9804238505747126,0.9829382183908046,0.9109195402298851
61,0.9428879310344828,0.9802442528735632,0.984375,0.9163074712643678
62,0.938757183908046,0.9804238505747126,0.9834770114942529,0.9152298850574713
63,0.9436063218390804,0.9723419540229885,0.9832974137931034,0.9184626436781609
64,0.9418103448275862,0.9752155172413793,0.9834770114942529,0.9161278735632183
65,0.9410919540229885,0.9773706896551724,0.9762931034482759,0.9207974137931034
66,0.9369612068965517,0.9761135057471264,0.9798850574712644,0.9155890804597702
67,0.9414511494252874,0.9793462643678161,0.9815014367816092,0.9184626436781609
68,0.9427083333333334,0.9797054597701149,0.9820402298850575,0.9220545977011494
69,0.9425287356321839,0.9789870689655172,0.9822198275862069,0.9190014367816092
70,0.9412715517241379,0.9800646551724138,0.9832974137931034,0.9204382183908046
71,0.9405531609195402,0.9800646551724138,0.9836566091954023,0.9202586206896551
72,0.9409123563218391,0.9800646551724138,0.9836566091954023,0.9170258620689655
73,0.9385775862068966,0.9809626436781609,0.9834770114942529,0.9172054597701149
74,0.9403735632183908,0.9671336206896551,0.9834770114942529,0.9137931034482759
75,0.9401939655172413,0.9780890804597702,0.9838362068965517,0.9175646551724138
76,0.9419899425287356,0.9786278735632183,0.9744971264367817,0.9215158045977011
77,0.9378591954022989,0.9798850574712644,0.9834770114942529,0.9184626436781609
78,0.9425287356321839,0.9802442528735632,0.9841954022988506,0.9170258620689655
79,0.9357040229885057,0.9800646551724138,0.9840158045977011,0.9137931034482759
